Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Kia K5 АКПП 2021 с пробегом 37 756 км        ID
                    16137651";2 299 000                    ₽;2021;1                владелец;"до
                  03.2026";37 756 км;"2.5 л /
              194 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/kia/k5/16137651/
"Hyundai Solaris АКПП 2012 с пробегом 168 430 км        ID
                    14009114";537 000                    ₽;2012;5                владельцев;"до
                  06.2024";168 430 км;"1.4 л /
              107 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/hyundai/solaris/14009114/
"Mitsubishi Pajero Sport АКПП 2017 с пробегом 68 229 км        ID
                    14864022";2 868 000                    ₽;2017;2                владельца;"до
                  12.2022";68 229 км;"2.4 л /
              181 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero-sport/14864022/
"Hyundai Tucson АКПП 2020 с пробегом 77 000 км        ID
                    16157580";2 387 000                    ₽;2020;1                владелец;"до
                  03.2023";77 000 км;"2.4 л /
              184 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/hyundai/tucson/16157580/
"Mazda CX-5 АКПП 2017 с пробегом 85 945 км        ID
                    16153785";2 575 000                    ₽;2017;1                владелец;"до
                  06.2024";85 945 км;"2.5 л /
              194 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mazda/cx-5/16153785/
"Mercedes GLC АКПП 2016 с пробегом 84 943 км        ID
                    16154231";2 985 000                    ₽;2016;2                владельца;"до
                  06.2024";84 943 км;"2.0 л /
              245 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mercedes/glc-klasse/16154231/
"Audi A5 РКПП 2020 с пробегом 33 537 км        ID
                    16154513";5 195 000                    ₽;2020;1                владелец;"до
                  11.2024";33 537 км;"2.0 л /
              249 л.с. /
              Бензин";Робот;Полный;Левый;Лифтбек Sportback;Серый;https://rolf-probeg.ru/spb/cars/audi/a5/16154513/
"BMW 3 серии АКПП 2019 с пробегом 47 548 км        ID
                    16153972";3 155 000                    ₽;2019;2                владельца;"до
                  06.2024";47 548 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Задний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/bmw/3-serii/16153972/
"Infiniti QX50 CVT 2018 с пробегом 51 692 км        ID
                    16146140";3 240 000                    ₽;2018;2                владельца;"до
                  06.2024";51 692 км;"2.0 л /
              249 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/infiniti/qx50/16146140/
"Mercedes GL-Класс АКПП 2013 с пробегом 109 635 км        ID
                    16153646";3 083 000                    ₽;2013;1                владелец;"до
                  06.2024";109 635 км;"3.0 л /
              258 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mercedes/gl-klass/16153646/
"Volkswagen Tiguan РКПП 2021 с пробегом 24 441 км        ID
                    16152901";3 415 000                    ₽;2021;1                владелец;"до
                  09.2024";24 441 км;"2.0 л /
              180 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16152901/
"BMW X4 АКПП 2018 с пробегом 118 403 км        ID
                    16140971";3 705 000                    ₽;2018;2                владельца;"до
                  05.2024";118 403 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/bmw/x4/16140971/
"BMW 5 серии АКПП 2017 с пробегом 99 758 км        ID
                    15874782";2 725 000                    ₽;2017;3                владельца;"до
                  05.2024";99 758 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Задний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/bmw/5-serii/15874782/
"Mazda 6 АКПП 2021 с пробегом 17 954 км        ID
                    16151171";2 458 000                    ₽;2021;1                владелец;"до
                  10.2024";17 954 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/mazda/6/16151171/
"Infiniti QX60 CVT 2015 с пробегом 63 140 км        ID
                    15828262";2 228 000                    ₽;2015;4                владельца;"до
                  05.2024";63 140 км;"3.5 л /
              262 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/infiniti/qx60/15828262/
"Mercedes E-Класс АКПП 2015 с пробегом 163 463 км        ID
                    14356181";1 585 000                    ₽;2015;7                владельцев;"до
                  05.2024";163 463 км;"2.0 л /
              184 л.с. /
              Бензин";Автоматическая;Задний;Левый;Купе-хардтоп;Синий;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/14356181/
"Toyota Fortuner АКПП 2018 с пробегом 92 776 км        ID
                    16143777";3 675 000                    ₽;2018;1                владелец;"до
                  05.2024";92 776 км;"2.8 л /
              177 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/toyota/fortuner/16143777/
"Mitsubishi Pajero Sport АКПП 2019 с пробегом 79 056 км        ID
                    16143021";2 755 000                    ₽;2019;1                владелец;"до
                  11.2024";79 056 км;"2.4 л /
              181 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero-sport/16143021/
"BMW 5 серии АКПП 2017 с пробегом 74 946 км        ID
                    16143769";3 245 000                    ₽;2017;2                владельца;"до
                  05.2024";74 946 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/bmw/5-serii/16143769/
"Kia K5 АКПП 2021 с пробегом 30 181 км        ID
                    16141074";2 413 000                    ₽;2021;2                владельца;"до
                  04.2026";30 181 км;"2.5 л /
              194 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/kia/k5/16141074/
"Mercedes M-Класс АКПП 2012 с пробегом 125 154 км        ID
                    16142941";2 455 000                    ₽;2012;2                владельца;"до
                  05.2024";125 154 км;"3.5 л /
              306 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mercedes/m-klasse/16142941/
"Kia K5 АКПП 2020 с пробегом 53 990 км        ID
                    15880970";1 870 000                    ₽;2020;3                владельца;"до
                  01.2026";53 990 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/kia/k5/15880970/
"BMW 5 серии АКПП 2019 с пробегом 15 748 км        ID
                    16142134";3 755 000                    ₽;2019;2                владельца;"до
                  05.2024";15 748 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/bmw/5-serii/16142134/
"Acura MDX АКПП 2014 с пробегом 186 104 км        ID
                    16141347";2 313 000                    ₽;2014;1                владелец;"до
                  05.2024";186 104 км;"3.5 л /
              290 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/acura/mdx/16141347/
"BMW X6 АКПП 2009 с пробегом 135 606 км        ID
                    15979678";1 605 000                    ₽;2009;5                владельцев;"до
                  05.2024";135 606 км;"3.0 л /
              286 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/bmw/x6/15979678/
"Kia Sorento АКПП 2019 с пробегом 72 610 км        ID
                    15523936";2 985 000                    ₽;2019;2                владельца;"до
                  03.2024";72 610 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/kia/sorento/15523936/
"Kia Sorento АКПП 2018 с пробегом 47 447 км        ID
                    15080404";3 098 000                    ₽;2018;2                владельца;"до
                  05.2023";47 447 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/kia/sorento/15080404/
"Mercedes GLE АКПП 2019 с пробегом 60 726 км        ID
                    16139053";7 350 000                    ₽;2019;1                владелец;"до
                  05.2024";60 726 км;"3.0 л /
              367 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mercedes/gle/16139053/
"Peugeot Traveller АКПП 2021 с пробегом 19 246 км        ID
                    16109918";3 330 000                    ₽;2021;2                владельца;"до
                  04.2024";19 246 км;"2.0 л /
              150 л.с. /
              Дизель";Автоматическая;Передний;Левый;Минивэн;Белый;https://rolf-probeg.ru/spb/cars/peugeot/traveller/16109918/
"Mercedes GLA РКПП 2020 с пробегом 28 908 км        ID
                    15638730";4 345 000                    ₽;2020;2                владельца;"до
                  11.2022";28 908 км;"2.0 л /
              224 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/mercedes/gla/15638730/
"Volkswagen Touareg АКПП 2015 с пробегом 106 976 км        ID
                    16131007";3 245 000                    ₽;2015;2                владельца;"до
                  04.2024";106 976 км;"3.0 л /
              245 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/volkswagen/touareg/16131007/
"BMW X6 M АКПП 2016 с пробегом 52 080 км        ID
                    16116231";4 928 000                    ₽;2016;3                владельца;"до
                  03.2024";52 080 км;"4.4 л /
              575 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/bmw/x6-m/16116231/
"Hyundai Palisade АКПП 2021 с пробегом 15 413 км        ID
                    16124904";5 548 000                    ₽;2021;1                владелец;"до
                  06.2024";15 413 км;"3.5 л /
              249 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/hyundai/palisade/16124904/
"BMW 5 серии АКПП 2018 с пробегом 119 840 км        ID
                    15890939";2 585 000                    ₽;2018;4                владельца;"до
                  03.2024";119 840 км;"2.0 л /
              190 л.с. /
              Дизель";Автоматическая;Задний;Левый;Седан;Черный;https://rolf-probeg.ru/spb/cars/bmw/5-serii/15890939/
"ŠKODA Octavia МКПП 2017 с пробегом 63 753 км        ID
                    16156396";1 190 000                    ₽;2017;1                владелец;"до
                  06.2024";63 753 км;"1.6 л /
              110 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/16156396/
"Ford Focus РКПП 2014 с пробегом 46 995 км        ID
                    14851574";810 000                    ₽;2014;3                владельца;"до
                  06.2024";46 995 км;"1.6 л /
              105 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Серебристый;https://rolf-probeg.ru/spb/cars/ford/focus/14851574/
"Toyota Land Cruiser Prado АКПП 2017 с пробегом 82 000 км        ID
                    16099724";4 748 000                    ₽;2017;2                владельца;"до
                  03.2024";82 000 км;"2.8 л /
              177 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Бежевый;https://rolf-probeg.ru/spb/cars/toyota/land-cruiser-prado/16099724/
"Renault Sandero МКПП 2018 с пробегом 31 336 км        ID
                    15975981";718 000                    ₽;2018;2                владельца;"до
                  02.2024";31 336 км;"1.6 л /
              82 л.с. /
              Бензин";Механическая;Передний;Левый;Хэтчбек 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/renault/sandero/15975981/
"Kia Sorento АКПП 2019 с пробегом 42 413 км        ID
                    16089908";2 085 500                    ₽;2019;1                владелец;"до
                  02.2025";42 413 км;"2.4 л /
              175 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/kia/sorento/16089908/
"Lexus RX АКПП 2018 с пробегом 94 429 км        ID
                    16146569";3 844 000                    ₽;2018;2                владельца;"до
                  05.2024";94 429 км;"2.0 л /
              238 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/lexus/rx/16146569/
"BMW 5 серии АКПП 2018 с пробегом 78 485 км        ID
                    16124242";2 860 000                    ₽;2018;1                владелец;"до
                  04.2024";78 485 км;"2.0 л /
              184 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/bmw/5-serii/16124242/
"BMW X5 АКПП 2014 с пробегом 138 981 км        ID
                    16158659";3 085 000                    ₽;2014;1                владелец;"до
                  06.2024";138 981 км;"3.0 л /
              306 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/bmw/x5/16158659/
"Volkswagen Touareg АКПП 2019 с пробегом 36 841 км        ID
                    16158638";5 350 000                    ₽;2019;2                владельца;;36 841 км;"2.0 л /
              249 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/volkswagen/touareg/16158638/
"Dodge Ram АКПП 2019 с пробегом 44 719 км        ID
                    16157821";6 450 000                    ₽;2019;1;;44 719 км;"5.7 л /
              350 л.с. /
              Бензин";Автоматическая;Полный;Левый;Пикап Полуторная кабина Quad Cab;Серый;https://rolf-probeg.ru/spb/cars/dodge/ram/16157821/
"BMW X6 АКПП 2017 с пробегом 107 000 км        ID
                    14748771";4 600 000                    ₽;2017;2                владельца;;107 000 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/bmw/x6/14748771/
"Hyundai Santa Fe АКПП 2018 с пробегом 63 745 км        ID
                    16124277";3 270 000                    ₽;2018;2                владельца;"до
                  04.2024";63 745 км;"2.2 л /
              200 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/hyundai/santa-fe/16124277/
"Lexus RX АКПП 2013 с пробегом 51 467 км        ID
                    16131241";2 600 000                    ₽;2013;1                владелец;"до
                  04.2024";51 467 км;"3.5 л /
              277 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/lexus/rx/16131241/
"Toyota Land Cruiser АКПП 2019 с пробегом 69 042 км        ID
                    16144523";8 780 000                    ₽;2019;1                владелец;;69 042 км;"4.5 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/toyota/land-cruiser/16144523/
"Kia Optima АКПП 2016 с пробегом 83 657 км        ID
                    16155571";1 747 000                    ₽;2016;2                владельца;"до
                  06.2024";83 657 км;"2.4 л /
              188 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/kia/optima/16155571/
"Opel Astra РКПП 2010 с пробегом 218 890 км        ID
                    16158719";500 000                    ₽;2010;6                владельцев;;218 890 км;"1.6 л /
              115 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 3 дв. GTC;Синий;https://rolf-probeg.ru/spb/cars/opel/astra/16158719/
"Volvo S60 АКПП 2013 с пробегом 75 088 км        ID
                    16153183";1 460 000                    ₽;2013;2                владельца;"до
                  06.2024";75 088 км;"2.5 л /
              249 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Красный;https://rolf-probeg.ru/spb/cars/volvo/s60/16153183/
"Subaru Forester CVT 2019 с пробегом 145 479 км        ID
                    16155671";2 280 000                    ₽;2019;2                владельца;"до
                  06.2024";145 479 км;"2.0 л /
              150 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/subaru/forester/16155671/
"Hyundai Creta МКПП 2019 с пробегом 86 464 км        ID
                    15323159";1 218 000                    ₽;2019;1                владелец;"до
                  05.2024";86 464 км;"1.6 л /
              123 л.с. /
              Бензин";Механическая;Передний;Левый;Внедорожник 5 дв.;Бежевый;https://rolf-probeg.ru/spb/cars/hyundai/creta/15323159/
"Kia Sportage АКПП 2018 с пробегом 33 405 км        ID
                    16158722";2 199 000                    ₽;2018;1                владелец;"до
                  01.2024";33 405 км;"2.4 л /
              184 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/kia/sportage/16158722/
"Mazda CX-5 АКПП 2019 с пробегом 31 260 км        ID
                    15353948";2 800 000                    ₽;2019;1                владелец;"до
                  08.2022";31 260 км;"2.0 л /
              150 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/mazda/cx-5/15353948/
"Land Rover Freelander АКПП 2009 с пробегом 205 993 км        ID
                    14159820";1 049 000                    ₽;2009;4                владельца;"до
                  06.2024";205 993 км;"2.2 л /
              160 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/land-rover/freelander/14159820/
"Kia Picanto АКПП 2008 с пробегом 135 321 км        ID
                    16158271";489 789                    ₽;2008;1                владелец;"до
                  06.2024";135 321 км;"1.1 л /
              65 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/kia/picanto/16158271/
"Audi A1 РКПП 2012 с пробегом 86 731 км        ID
                    16149613";844 789                    ₽;2012;7                владельцев;"до
                  05.2024";86 731 км;"1.4 л /
              122 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 3 дв.;Черный;https://rolf-probeg.ru/spb/cars/audi/a1/16149613/
"Mercedes CLA РКПП 2018 с пробегом 96 058 км        ID
                    15906579";1 897 500                    ₽;2018;2                владельца;"до
                  04.2024";96 058 км;"1.6 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Синий;https://rolf-probeg.ru/spb/cars/mercedes/cla/15906579/
"BMW X6 АКПП 2017 с пробегом 52 926 км        ID
                    16140386";5 049 789                    ₽;2017;2                владельца;"до
                  06.2024";52 926 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/bmw/x6/16140386/
"Mitsubishi Pajero Sport АКПП 2019 с пробегом 36 706 км        ID
                    15270551";3 099 000                    ₽;2019;2                владельца;"до
                  08.2024";36 706 км;"2.4 л /
              181 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/mitsubishi/pajero-sport/15270551/
"LADA (ВАЗ) Largus МКПП 2018 с пробегом 73 489 км        ID
                    16157899";898 000                    ₽;2018;2                владельца;"до
                  06.2024";73 489 км;"1.6 л /
              106 л.с. /
              Бензин";Механическая;Передний;Левый;Универсал 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/lada--vaz-/largus/16157899/
"Haval F7x РКПП 2022 с пробегом 16 031 км        ID
                    16158019";2 688 000                    ₽;2022;1                владелец;"до
                  06.2024";16 031 км;"2.0 л /
              190 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/haval/f7x/16158019/
"ŠKODA Kodiaq РКПП 2020 с пробегом 42 540 км        ID
                    16156350";3 535 000                    ₽;2020;1                владелец;"до
                  02.2023";42 540 км;"2.0 л /
              180 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Серый;https://rolf-probeg.ru/spb/cars/skoda/kodiaq/16156350/
"Hyundai Creta АКПП 2020 с пробегом 10 924 км        ID
                    16136870";2 050 000                    ₽;2020;1                владелец;"до
                  10.2025";10 924 км;"2.0 л /
              149 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/hyundai/creta/16136870/
"Volkswagen Tiguan РКПП 2021 с пробегом 40 296 км        ID
                    16045716";2 645 000                    ₽;2021;1                владелец;"до
                  04.2024";40 296 км;"1.4 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Внедорожник 5 дв.;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16045716/
"Volkswagen Passat РКПП 2016 с пробегом 147 900 км        ID
                    16078855";1 245 000                    ₽;2016;4                владельца;"до
                  04.2024";147 900 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/volkswagen/passat/16078855/
"Infiniti Q30 РКПП 2016 с пробегом 55 000 км        ID
                    16155736";2 100 000                    ₽;2016;1                владелец;"до
                  06.2024";55 000 км;"1.6 л /
              149 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/infiniti/q30/16155736/
"ŠKODA Rapid РКПП 2021 с пробегом 9 917 км        ID
                    15915563";1 570 000                    ₽;2021;1                владелец;"до
                  08.2024";9 917 км;"1.4 л /
              125 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Черный;https://rolf-probeg.ru/spb/cars/skoda/rapid/15915563/
"Mitsubishi Outlander CVT 2012 с пробегом 241 540 км        ID
                    12927716";799 470                    ₽;2012;1                владелец;"до
                  01.2024";241 540 км;"2.0 л /
              147 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Серебристый;https://rolf-probeg.ru/spb/cars/mitsubishi/outlander/12927716/
"Kia Rio МКПП 2021 с пробегом 740 км        ID
                    16065221";1 239 789                    ₽;2021;1                владелец;"до
                  01.2027";740 км;"1.4 л /
              100 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/kia/rio/16065221/
"Audi Q5 РКПП 2021 с пробегом 21 227 км        ID
                    15834849";6 796 000                    ₽;2021;1                владелец;"до
                  04.2025";21 227 км;"2.0 л /
              249 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/audi/q5/15834849/
"Mercedes CLA РКПП 2019 с пробегом 73 339 км        ID
                    16108531";2 998 000                    ₽;2019;1                владелец;"до
                  03.2024";73 339 км;"1.3 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Красный;https://rolf-probeg.ru/spb/cars/mercedes/cla/16108531/
"Mercedes G-Класс АКПП 2021 с пробегом 7 220 км        ID
                    16137870";16 995 000                    ₽;2021;1                владелец;"до
                  09.2023";7 220 км;"2.9 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/mercedes/g-klasse/16137870/
"Toyota Camry АКПП 2017 с пробегом 98 769 км        ID
                    15837148";1 565 789                    ₽;2017;4                владельца;"до
                  05.2024";98 769 км;"2.5 л /
              181 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/toyota/camry/15837148/
"Land Rover Range Rover АКПП 2021 с пробегом 6 577 км        ID
                    16025809";16 990 000                    ₽;2021;1                владелец;"до
                  12.2024";6 577 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Голубой;https://rolf-probeg.ru/spb/cars/land-rover/range-rover/16025809/
"Ford Focus АКПП 2018 с пробегом 50 236 км        ID
                    15909199";1 154 300                    ₽;2018;2                владельца;"до
                  03.2024";50 236 км;"1.5 л /
              150 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/ford/focus/15909199/
"Kia Rio АКПП 2020 с пробегом 43 502 км        ID
                    16128591";1 338 000                    ₽;2020;1                владелец;"до
                  08.2025";43 502 км;"1.6 л /
              123 л.с. /
              Бензин";Автоматическая;Передний;Левый;Хэтчбек 5 дв. X-Line;Белый;https://rolf-probeg.ru/spb/cars/kia/rio/16128591/
"LADA (ВАЗ) Vesta МКПП 2019 с пробегом 55 267 км        ID
                    16138268";872 030                    ₽;2019;1                владелец;"до
                  04.2024";55 267 км;"1.6 л /
              106 л.с. /
              Бензин";Механическая;Передний;Левый;Универсал 5 дв. SW;Серый;https://rolf-probeg.ru/spb/cars/lada--vaz-/vesta/16138268/
"ŠKODA Octavia МКПП 2014 с пробегом 75 224 км        ID
                    14219183";798 600                    ₽;2014;3                владельца;"до
                  03.2024";75 224 км;"1.6 л /
              110 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/14219183/
"Mercedes C-Класс АКПП 2013 с пробегом 146 238 км        ID
                    16124187";1 234 000                    ₽;2013;2                владельца;"до
                  04.2024";146 238 км;"1.6 л /
              156 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/mercedes/c-klasse/16124187/
"Volkswagen Tiguan РКПП 2018 с пробегом 70 790 км        ID
                    15568630";2 682 000                    ₽;2018;2                владельца;"до
                  05.2024";70 790 км;"2.0 л /
              180 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/15568630/
"ŠKODA Octavia РКПП 2020 с пробегом 11 731 км        ID
                    16157677";2 149 789                    ₽;2020;1                владелец;"до
                  08.2022";11 731 км;"1.4 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Коричневый;https://rolf-probeg.ru/spb/cars/skoda/octavia/16157677/
"Chery Tiggo 7 Pro CVT 2020 с пробегом 41 159 км        ID
                    16150522";1 921 000                    ₽;2020;1                владелец;"до
                  09.2023";41 159 км;"1.5 л /
              147 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/chery/tiggo-7-pro/16150522/
"Mercedes GLS АКПП 2018 с пробегом 87 357 км        ID
                    16128295";5 440 000                    ₽;2018;3                владельца;"до
                  05.2024";87 357 км;"3.0 л /
              249 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mercedes/gls-klasse/16128295/
"Honda Civic АКПП 2008 с пробегом 148 000 км        ID
                    15817485";550 000                    ₽;2008;8                владельцев;"до
                  04.2024";148 000 км;"1.8 л /
              140 л.с. /
              Бензин";Автоматическая;Передний;Левый;Седан;;https://rolf-probeg.ru/spb/cars/honda/civic/15817485/
"Nissan Murano CVT 2016 с пробегом 128 000 км        ID
                    16122946";2 212 000                    ₽;2016;3                владельца;"до
                  03.2024";128 000 км;"3.5 л /
              249 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Оранжевый;https://rolf-probeg.ru/spb/cars/nissan/murano/16122946/
